sex,age,citizen,educd,region,n
male,67,naturalized citizen,ged or alternative credential,east north central div,2
male,67,naturalized citizen,ged or alternative credential,south atlantic division,7
male,67,naturalized citizen,ged or alternative credential,east south central div,1
male,67,naturalized citizen,ged or alternative credential,west south central div,5
male,67,naturalized citizen,ged or alternative credential,mountain division,4
male,67,naturalized citizen,ged or alternative credential,pacific division,12
male,67,naturalized citizen,"some college, but less than 1 year",new england division,3
male,67,naturalized citizen,"some college, but less than 1 year",middle atlantic division,12
male,67,naturalized citizen,"some college, but less than 1 year",east north central div,3
male,67,naturalized citizen,"some college, but less than 1 year",south atlantic division,21
male,67,naturalized citizen,"some college, but less than 1 year",east south central div,1
male,67,naturalized citizen,"some college, but less than 1 year",west south central div,4
male,67,naturalized citizen,"some college, but less than 1 year",mountain division,6
male,67,naturalized citizen,"some college, but less than 1 year",pacific division,24
male,67,naturalized citizen,"1 or more years of college credit, no degree",new england division,8
male,67,naturalized citizen,"1 or more years of college credit, no degree",middle atlantic division,36
male,67,naturalized citizen,"1 or more years of college credit, no degree",east north central div,9
male,67,naturalized citizen,"1 or more years of college credit, no degree",west north central div,1
male,67,naturalized citizen,"1 or more years of college credit, no degree",south atlantic division,36
male,67,naturalized citizen,"1 or more years of college credit, no degree",east south central div,3
male,67,naturalized citizen,"1 or more years of college credit, no degree",west south central div,13
male,67,naturalized citizen,"1 or more years of college credit, no degree",mountain division,8
male,67,naturalized citizen,"1 or more years of college credit, no degree",pacific division,61
male,67,naturalized citizen,"associate's degree, type not specified",new england division,7
male,67,naturalized citizen,"associate's degree, type not specified",middle atlantic division,21
male,67,naturalized citizen,"associate's degree, type not specified",east north central div,5
male,67,naturalized citizen,"associate's degree, type not specified",west north central div,2
male,67,naturalized citizen,"associate's degree, type not specified",south atlantic division,26
male,67,naturalized citizen,"associate's degree, type not specified",east south central div,1
male,67,naturalized citizen,"associate's degree, type not specified",west south central div,7
male,67,naturalized citizen,"associate's degree, type not specified",mountain division,9
male,67,naturalized citizen,"associate's degree, type not specified",pacific division,39
male,67,naturalized citizen,bachelor's degree,new england division,13
male,67,naturalized citizen,bachelor's degree,middle atlantic division,62
male,67,naturalized citizen,bachelor's degree,east north central div,25
male,67,naturalized citizen,bachelor's degree,west north central div,4
male,67,naturalized citizen,bachelor's degree,south atlantic division,49
male,67,naturalized citizen,bachelor's degree,east south central div,1
male,67,naturalized citizen,bachelor's degree,west south central div,18
male,67,naturalized citizen,bachelor's degree,mountain division,12
male,67,naturalized citizen,bachelor's degree,pacific division,101
male,67,naturalized citizen,master's degree,new england division,9
male,67,naturalized citizen,master's degree,middle atlantic division,44
male,67,naturalized citizen,master's degree,east north central div,16
male,67,naturalized citizen,master's degree,west north central div,1
male,67,naturalized citizen,master's degree,south atlantic division,36
male,67,naturalized citizen,master's degree,east south central div,3
male,67,naturalized citizen,master's degree,west south central div,15
male,67,naturalized citizen,master's degree,mountain division,7
male,67,naturalized citizen,master's degree,pacific division,56
male,67,naturalized citizen,professional degree beyond a bachelor's degree,new england division,1
male,67,naturalized citizen,professional degree beyond a bachelor's degree,middle atlantic division,11
male,67,naturalized citizen,professional degree beyond a bachelor's degree,east north central div,6
male,67,naturalized citizen,professional degree beyond a bachelor's degree,south atlantic division,11
male,67,naturalized citizen,professional degree beyond a bachelor's degree,west south central div,13
male,67,naturalized citizen,professional degree beyond a bachelor's degree,mountain division,3
male,67,naturalized citizen,professional degree beyond a bachelor's degree,pacific division,17
male,67,naturalized citizen,doctoral degree,new england division,4
male,67,naturalized citizen,doctoral degree,middle atlantic division,18
male,67,naturalized citizen,doctoral degree,east north central div,7
male,67,naturalized citizen,doctoral degree,west north central div,2
male,67,naturalized citizen,doctoral degree,south atlantic division,26
male,67,naturalized citizen,doctoral degree,east south central div,4
male,67,naturalized citizen,doctoral degree,west south central div,5
male,67,naturalized citizen,doctoral degree,mountain division,4
male,67,naturalized citizen,doctoral degree,pacific division,27
male,68,born abroad of american parents,no schooling completed,middle atlantic division,1
male,68,born abroad of american parents,no schooling completed,west south central div,2
male,68,born abroad of american parents,no schooling completed,mountain division,2
male,68,born abroad of american parents,no schooling completed,pacific division,2
male,68,born abroad of american parents,grade 2,east north central div,1
male,68,born abroad of american parents,grade 6,west south central div,1
male,68,born abroad of american parents,grade 7,mountain division,1
male,68,born abroad of american parents,grade 8,pacific division,1
male,68,born abroad of american parents,grade 9,middle atlantic division,1
male,68,born abroad of american parents,grade 10,pacific division,1
male,68,born abroad of american parents,regular high school diploma,middle atlantic division,1
male,68,born abroad of american parents,regular high school diploma,east north central div,2
male,68,born abroad of american parents,regular high school diploma,west south central div,3
male,68,born abroad of american parents,regular high school diploma,mountain division,2
male,68,born abroad of american parents,regular high school diploma,pacific division,6
male,68,born abroad of american parents,ged or alternative credential,east north central div,1
male,68,born abroad of american parents,ged or alternative credential,west north central div,1
male,68,born abroad of american parents,ged or alternative credential,mountain division,1
male,68,born abroad of american parents,"some college, but less than 1 year",south atlantic division,5
male,68,born abroad of american parents,"some college, but less than 1 year",west south central div,1
male,68,born abroad of american parents,"some college, but less than 1 year",mountain division,1
male,68,born abroad of american parents,"1 or more years of college credit, no degree",new england division,1
male,68,born abroad of american parents,"1 or more years of college credit, no degree",east north central div,3
male,68,born abroad of american parents,"1 or more years of college credit, no degree",south atlantic division,1
male,68,born abroad of american parents,"1 or more years of college credit, no degree",east south central div,1
male,68,born abroad of american parents,"1 or more years of college credit, no degree",west south central div,1
male,68,born abroad of american parents,"1 or more years of college credit, no degree",mountain division,3
male,68,born abroad of american parents,"1 or more years of college credit, no degree",pacific division,2
male,68,born abroad of american parents,"associate's degree, type not specified",new england division,1
male,68,born abroad of american parents,"associate's degree, type not specified",middle atlantic division,1
male,68,born abroad of american parents,"associate's degree, type not specified",south atlantic division,2
male,68,born abroad of american parents,"associate's degree, type not specified",west south central div,1
male,68,born abroad of american parents,"associate's degree, type not specified",pacific division,3
male,68,born abroad of american parents,bachelor's degree,new england division,3
male,68,born abroad of american parents,bachelor's degree,middle atlantic division,2
male,68,born abroad of american parents,bachelor's degree,east north central div,2
male,68,born abroad of american parents,bachelor's degree,south atlantic division,6
male,68,born abroad of american parents,bachelor's degree,west south central div,3
male,68,born abroad of american parents,bachelor's degree,mountain division,5
male,68,born abroad of american parents,bachelor's degree,pacific division,8
male,68,born abroad of american parents,master's degree,new england division,2
male,68,born abroad of american parents,master's degree,middle atlantic division,3
male,68,born abroad of american parents,master's degree,west north central div,1
male,68,born abroad of american parents,master's degree,south atlantic division,6
male,68,born abroad of american parents,master's degree,west south central div,2
male,68,born abroad of american parents,master's degree,mountain division,1
male,68,born abroad of american parents,master's degree,pacific division,2
male,68,born abroad of american parents,professional degree beyond a bachelor's degree,middle atlantic division,1
male,68,born abroad of american parents,professional degree beyond a bachelor's degree,south atlantic division,1
male,68,born abroad of american parents,professional degree beyond a bachelor's degree,east south central div,1
male,68,born abroad of american parents,professional degree beyond a bachelor's degree,mountain division,1
male,68,born abroad of american parents,doctoral degree,middle atlantic division,1
male,68,born abroad of american parents,doctoral degree,south atlantic division,3
male,68,born abroad of american parents,doctoral degree,west south central div,1
male,68,naturalized citizen,no schooling completed,new england division,4
male,68,naturalized citizen,no schooling completed,middle atlantic division,11
male,68,naturalized citizen,no schooling completed,east north central div,7
male,68,naturalized citizen,no schooling completed,west north central div,1
male,68,naturalized citizen,no schooling completed,south atlantic division,13
male,68,naturalized citizen,no schooling completed,west south central div,13
male,68,naturalized citizen,no schooling completed,mountain division,3
male,68,naturalized citizen,no schooling completed,pacific division,25
male,68,naturalized citizen,kindergarten,east north central div,1
male,68,naturalized citizen,grade 1,pacific division,2
male,68,naturalized citizen,grade 2,east north central div,1
male,68,naturalized citizen,grade 2,west south central div,2
male,68,naturalized citizen,grade 2,pacific division,4
male,68,naturalized citizen,grade 3,middle atlantic division,2
male,68,naturalized citizen,grade 3,west south central div,2
male,68,naturalized citizen,grade 3,pacific division,10
male,68,naturalized citizen,grade 4,new england division,1
male,68,naturalized citizen,grade 4,middle atlantic division,4
male,68,naturalized citizen,grade 4,east north central div,1
male,68,naturalized citizen,grade 4,west south central div,1
male,68,naturalized citizen,grade 4,pacific division,3
male,68,naturalized citizen,grade 5,new england division,2
male,68,naturalized citizen,grade 5,middle atlantic division,3
male,68,naturalized citizen,grade 5,east north central div,1
male,68,naturalized citizen,grade 5,mountain division,1
male,68,naturalized citizen,grade 5,pacific division,7
male,68,naturalized citizen,grade 6,new england division,2
male,68,naturalized citizen,grade 6,middle atlantic division,5
male,68,naturalized citizen,grade 6,east north central div,2
male,68,naturalized citizen,grade 6,west north central div,2
male,68,naturalized citizen,grade 6,south atlantic division,5
male,68,naturalized citizen,grade 6,west south central div,20
male,68,naturalized citizen,grade 6,mountain division,3
male,68,naturalized citizen,grade 6,pacific division,27
male,68,naturalized citizen,grade 7,new england division,1
male,68,naturalized citizen,grade 7,middle atlantic division,1
male,68,naturalized citizen,grade 7,south atlantic division,3
male,68,naturalized citizen,grade 7,west south central div,1
male,68,naturalized citizen,grade 7,pacific division,2
male,68,naturalized citizen,grade 8,middle atlantic division,8
male,68,naturalized citizen,grade 8,east north central div,2
male,68,naturalized citizen,grade 8,south atlantic division,2
male,68,naturalized citizen,grade 8,west south central div,1
male,68,naturalized citizen,grade 8,mountain division,2
male,68,naturalized citizen,grade 8,pacific division,7
male,68,naturalized citizen,grade 9,new england division,1
male,68,naturalized citizen,grade 9,middle atlantic division,6
male,68,naturalized citizen,grade 9,east north central div,1
male,68,naturalized citizen,grade 9,south atlantic division,3
male,68,naturalized citizen,grade 9,west south central div,5
male,68,naturalized citizen,grade 9,mountain division,3
male,68,naturalized citizen,grade 9,pacific division,12
male,68,naturalized citizen,grade 10,new england division,2
male,68,naturalized citizen,grade 10,middle atlantic division,7
male,68,naturalized citizen,grade 10,east north central div,2
male,68,naturalized citizen,grade 10,west north central div,1
male,68,naturalized citizen,grade 10,south atlantic division,5
male,68,naturalized citizen,grade 10,west south central div,2
male,68,naturalized citizen,grade 10,mountain division,1
male,68,naturalized citizen,grade 10,pacific division,10
male,68,naturalized citizen,grade 11,new england division,1
male,68,naturalized citizen,grade 11,middle atlantic division,1
male,68,naturalized citizen,grade 11,east north central div,2
male,68,naturalized citizen,grade 11,south atlantic division,2
male,68,naturalized citizen,grade 11,west south central div,3
male,68,naturalized citizen,grade 11,mountain division,2
male,68,naturalized citizen,grade 11,pacific division,7
male,68,naturalized citizen,"12th grade, no diploma",new england division,3
male,68,naturalized citizen,"12th grade, no diploma",middle atlantic division,4
male,68,naturalized citizen,"12th grade, no diploma",east north central div,6
male,68,naturalized citizen,"12th grade, no diploma",west north central div,3
male,68,naturalized citizen,"12th grade, no diploma",south atlantic division,12
male,68,naturalized citizen,"12th grade, no diploma",east south central div,1
male,68,naturalized citizen,"12th grade, no diploma",west south central div,4
male,68,naturalized citizen,"12th grade, no diploma",mountain division,2
male,68,naturalized citizen,"12th grade, no diploma",pacific division,17
male,68,naturalized citizen,regular high school diploma,new england division,10
male,68,naturalized citizen,regular high school diploma,middle atlantic division,57
male,68,naturalized citizen,regular high school diploma,east north central div,20
male,68,naturalized citizen,regular high school diploma,west north central div,3
male,68,naturalized citizen,regular high school diploma,south atlantic division,47
male,68,naturalized citizen,regular high school diploma,east south central div,3
male,68,naturalized citizen,regular high school diploma,west south central div,14
male,68,naturalized citizen,regular high school diploma,mountain division,11
male,68,naturalized citizen,regular high school diploma,pacific division,82
male,68,naturalized citizen,ged or alternative credential,new england division,2
male,68,naturalized citizen,ged or alternative credential,middle atlantic division,15
male,68,naturalized citizen,ged or alternative credential,east north central div,3
male,68,naturalized citizen,ged or alternative credential,south atlantic division,13
male,68,naturalized citizen,ged or alternative credential,east south central div,1
male,68,naturalized citizen,ged or alternative credential,west south central div,5
male,68,naturalized citizen,ged or alternative credential,mountain division,4
male,68,naturalized citizen,ged or alternative credential,pacific division,14
male,68,naturalized citizen,"some college, but less than 1 year",new england division,3
male,68,naturalized citizen,"some college, but less than 1 year",middle atlantic division,13
male,68,naturalized citizen,"some college, but less than 1 year",east north central div,8
male,68,naturalized citizen,"some college, but less than 1 year",south atlantic division,16
male,68,naturalized citizen,"some college, but less than 1 year",west south central div,1
male,68,naturalized citizen,"some college, but less than 1 year",mountain division,2
male,68,naturalized citizen,"some college, but less than 1 year",pacific division,16
male,68,naturalized citizen,"1 or more years of college credit, no degree",new england division,8
male,68,naturalized citizen,"1 or more years of college credit, no degree",middle atlantic division,34
male,68,naturalized citizen,"1 or more years of college credit, no degree",east north central div,9
male,68,naturalized citizen,"1 or more years of college credit, no degree",west north central div,1
male,68,naturalized citizen,"1 or more years of college credit, no degree",south atlantic division,38
male,68,naturalized citizen,"1 or more years of college credit, no degree",east south central div,1
male,68,naturalized citizen,"1 or more years of college credit, no degree",west south central div,15
male,68,naturalized citizen,"1 or more years of college credit, no degree",mountain division,11
male,68,naturalized citizen,"1 or more years of college credit, no degree",pacific division,64
male,68,naturalized citizen,"associate's degree, type not specified",new england division,7
male,68,naturalized citizen,"associate's degree, type not specified",middle atlantic division,14
male,68,naturalized citizen,"associate's degree, type not specified",east north central div,10
male,68,naturalized citizen,"associate's degree, type not specified",west north central div,2
male,68,naturalized citizen,"associate's degree, type not specified",south atlantic division,36
male,68,naturalized citizen,"associate's degree, type not specified",west south central div,9
male,68,naturalized citizen,"associate's degree, type not specified",mountain division,3
male,68,naturalized citizen,"associate's degree, type not specified",pacific division,32
male,68,naturalized citizen,bachelor's degree,new england division,14
male,68,naturalized citizen,bachelor's degree,middle atlantic division,63
male,68,naturalized citizen,bachelor's degree,east north central div,27
male,68,naturalized citizen,bachelor's degree,west north central div,9
male,68,naturalized citizen,bachelor's degree,south atlantic division,62
male,68,naturalized citizen,bachelor's degree,east south central div,1
male,68,naturalized citizen,bachelor's degree,west south central div,22
male,68,naturalized citizen,bachelor's degree,mountain division,9
male,68,naturalized citizen,bachelor's degree,pacific division,101
male,68,naturalized citizen,master's degree,new england division,6
male,68,naturalized citizen,master's degree,middle atlantic division,36
male,68,naturalized citizen,master's degree,east north central div,19
male,68,naturalized citizen,master's degree,south atlantic division,21
male,68,naturalized citizen,master's degree,east south central div,2
male,68,naturalized citizen,master's degree,west south central div,15
male,68,naturalized citizen,master's degree,mountain division,8
male,68,naturalized citizen,master's degree,pacific division,46
male,68,naturalized citizen,professional degree beyond a bachelor's degree,new england division,2
male,68,naturalized citizen,professional degree beyond a bachelor's degree,middle atlantic division,14
male,68,naturalized citizen,professional degree beyond a bachelor's degree,east north central div,6
male,68,naturalized citizen,professional degree beyond a bachelor's degree,south atlantic division,16
male,68,naturalized citizen,professional degree beyond a bachelor's degree,east south central div,1
male,68,naturalized citizen,professional degree beyond a bachelor's degree,west south central div,2
male,68,naturalized citizen,professional degree beyond a bachelor's degree,mountain division,3
male,68,naturalized citizen,professional degree beyond a bachelor's degree,pacific division,19
male,68,naturalized citizen,doctoral degree,new england division,2
male,68,naturalized citizen,doctoral degree,middle atlantic division,16
male,68,naturalized citizen,doctoral degree,east north central div,10
male,68,naturalized citizen,doctoral degree,west north central div,4
male,68,naturalized citizen,doctoral degree,south atlantic division,21
male,68,naturalized citizen,doctoral degree,east south central div,3
male,68,naturalized citizen,doctoral degree,west south central div,5
male,68,naturalized citizen,doctoral degree,mountain division,4
male,68,naturalized citizen,doctoral degree,pacific division,12
male,69,born abroad of american parents,grade 6,west south central div,2
male,69,born abroad of american parents,grade 7,new england division,1
male,69,born abroad of american parents,grade 10,east north central div,1
male,69,born abroad of american parents,grade 10,mountain division,1
male,69,born abroad of american parents,"12th grade, no diploma",pacific division,1
male,69,born abroad of american parents,regular high school diploma,new england division,1
male,69,born abroad of american parents,regular high school diploma,middle atlantic division,1
male,69,born abroad of american parents,regular high school diploma,west north central div,1
male,69,born abroad of american parents,regular high school diploma,south atlantic division,3
male,69,born abroad of american parents,regular high school diploma,east south central div,1
male,69,born abroad of american parents,regular high school diploma,west south central div,1
male,69,born abroad of american parents,regular high school diploma,pacific division,6
male,69,born abroad of american parents,ged or alternative credential,east north central div,1
male,69,born abroad of american parents,ged or alternative credential,pacific division,1
male,69,born abroad of american parents,"some college, but less than 1 year",new england division,1
male,69,born abroad of american parents,"some college, but less than 1 year",middle atlantic division,1
male,69,born abroad of american parents,"some college, but less than 1 year",west north central div,1
male,69,born abroad of american parents,"some college, but less than 1 year",south atlantic division,1
male,69,born abroad of american parents,"some college, but less than 1 year",west south central div,1
male,69,born abroad of american parents,"1 or more years of college credit, no degree",new england division,1
male,69,born abroad of american parents,"1 or more years of college credit, no degree",middle atlantic division,2
male,69,born abroad of american parents,"1 or more years of college credit, no degree",east north central div,1
male,69,born abroad of american parents,"1 or more years of college credit, no degree",west north central div,2
male,69,born abroad of american parents,"1 or more years of college credit, no degree",south atlantic division,2
male,69,born abroad of american parents,"1 or more years of college credit, no degree",east south central div,1
male,69,born abroad of american parents,"1 or more years of college credit, no degree",west south central div,3
male,69,born abroad of american parents,"1 or more years of college credit, no degree",mountain division,2
male,69,born abroad of american parents,"1 or more years of college credit, no degree",pacific division,8
male,69,born abroad of american parents,"associate's degree, type not specified",middle atlantic division,1
male,69,born abroad of american parents,"associate's degree, type not specified",south atlantic division,4
male,69,born abroad of american parents,"associate's degree, type not specified",west south central div,1
male,69,born abroad of american parents,"associate's degree, type not specified",mountain division,1
male,69,born abroad of american parents,"associate's degree, type not specified",pacific division,2
male,69,born abroad of american parents,bachelor's degree,middle atlantic division,2
male,69,born abroad of american parents,bachelor's degree,east north central div,2
male,69,born abroad of american parents,bachelor's degree,south atlantic division,3
male,69,born abroad of american parents,bachelor's degree,east south central div,2
male,69,born abroad of american parents,bachelor's degree,west south central div,7
male,69,born abroad of american parents,bachelor's degree,mountain division,1
male,69,born abroad of american parents,bachelor's degree,pacific division,10
male,69,born abroad of american parents,master's degree,new england division,8
male,69,born abroad of american parents,master's degree,middle atlantic division,2
male,69,born abroad of american parents,master's degree,south atlantic division,6
male,69,born abroad of american parents,master's degree,east south central div,1
male,69,born abroad of american parents,master's degree,west south central div,4
male,69,born abroad of american parents,master's degree,mountain division,2
male,69,born abroad of american parents,master's degree,pacific division,8
male,69,born abroad of american parents,professional degree beyond a bachelor's degree,south atlantic division,1
male,69,born abroad of american parents,professional degree beyond a bachelor's degree,pacific division,1
male,69,born abroad of american parents,doctoral degree,middle atlantic division,2
male,69,born abroad of american parents,doctoral degree,pacific division,1
male,69,naturalized citizen,no schooling completed,new england division,3
male,69,naturalized citizen,no schooling completed,middle atlantic division,15
male,69,naturalized citizen,no schooling completed,east north central div,6
male,69,naturalized citizen,no schooling completed,south atlantic division,8
male,69,naturalized citizen,no schooling completed,east south central div,1
male,69,naturalized citizen,no schooling completed,west south central div,12
male,69,naturalized citizen,no schooling completed,mountain division,3
male,69,naturalized citizen,no schooling completed,pacific division,31
male,69,naturalized citizen,grade 1,middle atlantic division,1
male,69,naturalized citizen,grade 2,east north central div,1
male,69,naturalized citizen,grade 2,west south central div,2
male,69,naturalized citizen,grade 2,pacific division,5
male,69,naturalized citizen,grade 3,new england division,2
male,69,naturalized citizen,grade 3,middle atlantic division,1
male,69,naturalized citizen,grade 3,east north central div,3
male,69,naturalized citizen,grade 3,south atlantic division,3
male,69,naturalized citizen,grade 3,mountain division,1
male,69,naturalized citizen,grade 3,pacific division,7
male,69,naturalized citizen,grade 4,new england division,2
male,69,naturalized citizen,grade 4,east north central div,1
male,69,naturalized citizen,grade 4,south atlantic division,1
male,69,naturalized citizen,grade 4,pacific division,3
male,69,naturalized citizen,grade 5,middle atlantic division,3
male,69,naturalized citizen,grade 5,east north central div,3
male,69,naturalized citizen,grade 5,south atlantic division,2
male,69,naturalized citizen,grade 5,west south central div,3
male,69,naturalized citizen,grade 5,pacific division,7
male,69,naturalized citizen,grade 6,middle atlantic division,6
male,69,naturalized citizen,grade 6,east north central div,2
male,69,naturalized citizen,grade 6,west north central div,1
male,69,naturalized citizen,grade 6,south atlantic division,8
male,69,naturalized citizen,grade 6,west south central div,4
male,69,naturalized citizen,grade 6,mountain division,4
male,69,naturalized citizen,grade 6,pacific division,22
male,69,naturalized citizen,grade 7,new england division,1
male,69,naturalized citizen,grade 7,middle atlantic division,1
male,69,naturalized citizen,grade 7,east north central div,1
male,69,naturalized citizen,grade 7,south atlantic division,3
male,69,naturalized citizen,grade 7,west south central div,2
male,69,naturalized citizen,grade 7,pacific division,3
male,69,naturalized citizen,grade 8,middle atlantic division,10
male,69,naturalized citizen,grade 8,east north central div,3
male,69,naturalized citizen,grade 8,south atlantic division,1
male,69,naturalized citizen,grade 8,west south central div,6
male,69,naturalized citizen,grade 8,mountain division,1
male,69,naturalized citizen,grade 8,pacific division,9
male,69,naturalized citizen,grade 9,middle atlantic division,5
male,69,naturalized citizen,grade 9,east north central div,2
male,69,naturalized citizen,grade 9,south atlantic division,6
male,69,naturalized citizen,grade 9,west south central div,3
male,69,naturalized citizen,grade 9,mountain division,3
male,69,naturalized citizen,grade 9,pacific division,16
male,69,naturalized citizen,grade 10,new england division,1
male,69,naturalized citizen,grade 10,middle atlantic division,6
male,69,naturalized citizen,grade 10,south atlantic division,2
male,69,naturalized citizen,grade 10,mountain division,1
male,69,naturalized citizen,grade 10,pacific division,5
male,69,naturalized citizen,grade 11,new england division,1
male,69,naturalized citizen,grade 11,middle atlantic division,7
male,69,naturalized citizen,grade 11,east north central div,1
male,69,naturalized citizen,grade 11,south atlantic division,2
male,69,naturalized citizen,grade 11,mountain division,1
male,69,naturalized citizen,grade 11,pacific division,6
male,69,naturalized citizen,"12th grade, no diploma",new england division,2
male,69,naturalized citizen,"12th grade, no diploma",middle atlantic division,21
male,69,naturalized citizen,"12th grade, no diploma",east north central div,5
male,69,naturalized citizen,"12th grade, no diploma",west north central div,1
male,69,naturalized citizen,"12th grade, no diploma",south atlantic division,10
male,69,naturalized citizen,"12th grade, no diploma",west south central div,4
male,69,naturalized citizen,"12th grade, no diploma",mountain division,1
male,69,naturalized citizen,"12th grade, no diploma",pacific division,35
male,69,naturalized citizen,regular high school diploma,new england division,19
male,69,naturalized citizen,regular high school diploma,middle atlantic division,70
male,69,naturalized citizen,regular high school diploma,east north central div,24
male,69,naturalized citizen,regular high school diploma,west north central div,2
male,69,naturalized citizen,regular high school diploma,south atlantic division,49
male,69,naturalized citizen,regular high school diploma,east south central div,2
male,69,naturalized citizen,regular high school diploma,west south central div,16
male,69,naturalized citizen,regular high school diploma,mountain division,12
male,69,naturalized citizen,regular high school diploma,pacific division,66
male,69,naturalized citizen,ged or alternative credential,new england division,5
male,69,naturalized citizen,ged or alternative credential,middle atlantic division,18
male,69,naturalized citizen,ged or alternative credential,east north central div,2
male,69,naturalized citizen,ged or alternative credential,south atlantic division,5
male,69,naturalized citizen,ged or alternative credential,west south central div,10
male,69,naturalized citizen,ged or alternative credential,mountain division,1
male,69,naturalized citizen,ged or alternative credential,pacific division,10
male,69,naturalized citizen,"some college, but less than 1 year",new england division,8
male,69,naturalized citizen,"some college, but less than 1 year",middle atlantic division,14
male,69,naturalized citizen,"some college, but less than 1 year",east north central div,4
male,69,naturalized citizen,"some college, but less than 1 year",south atlantic division,22
male,69,naturalized citizen,"some college, but less than 1 year",east south central div,1
male,69,naturalized citizen,"some college, but less than 1 year",west south central div,6
male,69,naturalized citizen,"some college, but less than 1 year",mountain division,7
male,69,naturalized citizen,"some college, but less than 1 year",pacific division,14
male,69,naturalized citizen,"1 or more years of college credit, no degree",new england division,4
male,69,naturalized citizen,"1 or more years of college credit, no degree",middle atlantic division,23
male,69,naturalized citizen,"1 or more years of college credit, no degree",east north central div,13
male,69,naturalized citizen,"1 or more years of college credit, no degree",west north central div,1
male,69,naturalized citizen,"1 or more years of college credit, no degree",south atlantic division,30
male,69,naturalized citizen,"1 or more years of college credit, no degree",east south central div,4
male,69,naturalized citizen,"1 or more years of college credit, no degree",west south central div,18
male,69,naturalized citizen,"1 or more years of college credit, no degree",mountain division,14
male,69,naturalized citizen,"1 or more years of college credit, no degree",pacific division,59
male,69,naturalized citizen,"associate's degree, type not specified",new england division,7
male,69,naturalized citizen,"associate's degree, type not specified",middle atlantic division,19
male,69,naturalized citizen,"associate's degree, type not specified",east north central div,7
male,69,naturalized citizen,"associate's degree, type not specified",south atlantic division,16
male,69,naturalized citizen,"associate's degree, type not specified",east south central div,1
male,69,naturalized citizen,"associate's degree, type not specified",west south central div,7
male,69,naturalized citizen,"associate's degree, type not specified",mountain division,7
male,69,naturalized citizen,"associate's degree, type not specified",pacific division,37
male,69,naturalized citizen,bachelor's degree,new england division,10
male,69,naturalized citizen,bachelor's degree,middle atlantic division,53
male,69,naturalized citizen,bachelor's degree,east north central div,23
male,69,naturalized citizen,bachelor's degree,west north central div,2
male,69,naturalized citizen,bachelor's degree,south atlantic division,60
male,69,naturalized citizen,bachelor's degree,east south central div,2
male,69,naturalized citizen,bachelor's degree,west south central div,23
male,69,naturalized citizen,bachelor's degree,mountain division,11
male,69,naturalized citizen,bachelor's degree,pacific division,103
male,69,naturalized citizen,master's degree,new england division,6
male,69,naturalized citizen,master's degree,middle atlantic division,24
male,69,naturalized citizen,master's degree,east north central div,15
male,69,naturalized citizen,master's degree,west north central div,2
male,69,naturalized citizen,master's degree,south atlantic division,30
male,69,naturalized citizen,master's degree,east south central div,3
male,69,naturalized citizen,master's degree,west south central div,19
male,69,naturalized citizen,master's degree,mountain division,12
male,69,naturalized citizen,master's degree,pacific division,46
male,69,naturalized citizen,professional degree beyond a bachelor's degree,new england division,3
male,69,naturalized citizen,professional degree beyond a bachelor's degree,middle atlantic division,15
male,69,naturalized citizen,professional degree beyond a bachelor's degree,east north central div,6
male,69,naturalized citizen,professional degree beyond a bachelor's degree,west north central div,1
male,69,naturalized citizen,professional degree beyond a bachelor's degree,south atlantic division,22
male,69,naturalized citizen,professional degree beyond a bachelor's degree,east south central div,1
male,69,naturalized citizen,professional degree beyond a bachelor's degree,west south central div,5
male,69,naturalized citizen,professional degree beyond a bachelor's degree,mountain division,1
male,69,naturalized citizen,professional degree beyond a bachelor's degree,pacific division,18
male,69,naturalized citizen,doctoral degree,new england division,5
male,69,naturalized citizen,doctoral degree,middle atlantic division,16
male,69,naturalized citizen,doctoral degree,east north central div,8
male,69,naturalized citizen,doctoral degree,west north central div,1
male,69,naturalized citizen,doctoral degree,south atlantic division,21
male,69,naturalized citizen,doctoral degree,east south central div,1
male,69,naturalized citizen,doctoral degree,west south central div,5
male,69,naturalized citizen,doctoral degree,mountain division,5
male,69,naturalized citizen,doctoral degree,pacific division,23
male,70,born abroad of american parents,no schooling completed,pacific division,1
male,70,born abroad of american parents,grade 6,west south central div,1
male,70,born abroad of american parents,grade 6,pacific division,1
male,70,born abroad of american parents,grade 8,middle atlantic division,1
male,70,born abroad of american parents,grade 8,pacific division,1
male,70,born abroad of american parents,grade 9,west north central div,1
male,70,born abroad of american parents,grade 11,middle atlantic division,1
male,70,born abroad of american parents,grade 11,west north central div,1
male,70,born abroad of american parents,"12th grade, no diploma",middle atlantic division,1
male,70,born abroad of american parents,"12th grade, no diploma",east south central div,1
male,70,born abroad of american parents,"12th grade, no diploma",pacific division,1
male,70,born abroad of american parents,regular high school diploma,middle atlantic division,1
male,70,born abroad of american parents,regular high school diploma,west north central div,1
male,70,born abroad of american parents,regular high school diploma,south atlantic division,3
male,70,born abroad of american parents,regular high school diploma,west south central div,2
male,70,born abroad of american parents,regular high school diploma,mountain division,3
male,70,born abroad of american parents,regular high school diploma,pacific division,3
male,70,born abroad of american parents,ged or alternative credential,west south central div,1
male,70,born abroad of american parents,"some college, but less than 1 year",south atlantic division,2
male,70,born abroad of american parents,"some college, but less than 1 year",mountain division,1
